brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,RAM_GB,battery_mAh,primary_camera_MP
HTC,Desire 820s dual sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  March,Available. Released 2015  March,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155,5.47,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.4 (KitKat),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,8 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,Marble White| Milkyway Gray| Monarch Orange| Santorini White| Tuxedo Gray,370,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-820q.jpg,2,2600,13
HTC,Desire 626G+,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 - SIM 1 & SIM 2,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  April,Available. Released 2015  April,146.9 x 70.9 x 8.2 mm (5.78 x 2.79 x 0.32 in),138,4.87,Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash,5 MP| f/2.8| 34mm| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2000 mAh battery,White Birch| Purple Fire| Blue Lagoon,250,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-626g-plus.jpg,1,2000,13
HTC,Desire 626,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 28(700),HSPA  LTE,Yes,Yes,2014  February,Available. Released 2015  March,146.9 x 70.9 x 8.2 mm (5.78 x 2.79 x 0.32 in),140,4.94,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),16 GB,1/2 GB RAM,13 MP| f/2.2| autofocus| LED flash,5 MP| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2000 mAh battery,Various,180,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-626.jpg,1,2000,13
HTC,Desire 526G+ dual sim ,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  January,Available. Released 2015  January,139.8 x 69.8 x 9.9 mm (5.50 x 2.75 x 0.39 in),154,5.43,Dual SIM (Micro-SIM| dual stand-by),Capacitive touchscreen  16M colors,4.7 inches (~62.4% screen-to-body ratio),540 x 960 pixels (~234 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz - 526G+ model,Not Available,Not Available,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,8 MP| f/2.2| autofocus| LED flash,2 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| aptX,Yes with A-GPS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Glacier blue| Stealth black| Lacquer black| Fervor red - 526G+,160,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-526Gplus-dual-sim.jpg,1,2000,8
HTC,Desire 826 dual sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - HK| India,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  January,Available. Released 2015  March,158 x 77.5 x 8 mm (6.22 x 3.05 x 0.31 in),183,6.46,Dual SIM (Nano-SIM| dual stand-by),Super LCD3 capacitive touchscreen  16M colors,5.5 inches (~68.1% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 5.0.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.2| autofocus| LED flash,"4 MP| f/2.0| 27mm| 1/3"" sensor size| 2µm pixel size| 1080p@30fps| HDR - HK model",Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS/ BDS (market dependant),Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,White Birch| Blue Lagoon| Marshmallow White| Dark Grey| Purple Fire,200,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-826r.jpg,2,2600,13
HTC,Desire 620G dual sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  December,Available. Released 2014  December,150.1 x 72.7 x 9.6 mm (5.91 x 2.86 x 0.38 in),160,5.64,Dual SIM (Micro-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.0 inches (~63.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| f/2.4| autofocus| LED flash,5 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2100 mAh battery,Marble White| Milkyway Gray| Saffron Gray| Santorini White| Tangerine White| Tuxedo Gray,190,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-620g.jpg,1,2100,8
HTC,Desire 620,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  December,Available. Released 2014  December,150.1 x 72.7 x 9.6 mm (5.91 x 2.86 x 0.38 in),160,5.64,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),Super LCD capacitive touchscreen  16M colors,5.0 inches (~63.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| f/2.4| autofocus| LED flash,5 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2100 mAh battery,Blue| Black| Gray| White,180,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-620.jpg,1,2100,8
HTC,Nexus 9,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 2(1900)| 3(1800)| 4(1700/2100)| 5(850)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  October,Available. Released 2014  November,228.2 x 153.7 x 8 mm (8.98 x 6.05 x 0.31 in),425,Wi-Fi),Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.9 inches (~73.5% screen-to-body ratio),1536 x 2048 pixels (~281 ppi pixel density),Android 5.0 (Lollipop)| upgradable to 7.1.1 (Nougat),Dual-core 2.3 GHz Denver,Nvidia Tegra K1,Kepler DX1,No,16 GB (Wi-Fi)/ 32 GB (LTE),2 GB RAM,8 MP| autofocus| LED flash| ,1.6 MP| 720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.1| A2DP| aptX,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0,Accelerometer| gyro| compass,Non-removable Li-Po 6700 mAh battery,Indigo Black| Lunar White| Sand,300,http://cdn2.gsmarena.com/vv/bigpic/htc-nexus-9.jpg,2,6700,8
HTC,Desire 816G dual sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,Not Available,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  September,Available. Released 2014  October,156.6 x 78.7 x 8 mm (6.17 x 3.10 x 0.31 in),158,5.57,Dual SIM (Nano-SIM| dual stand-by),Super LCD2 capacitive touchscreen  16M colors,5.5 inches (~67.7% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7 - India model,Mediatek MT6582 - India model,Mali-400MP2 - India model,microSD  up to 32 GB (dedicated slot),8 GB (India model),16 GB (SEA model)| 1 GB RAM,13 MP| f/2.2| autofocus| LED flash,5 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,Black| White,260,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-816-dual-sim1.jpg,16,2600,13
HTC,One (M8 Eye),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - EMEA| Asia,LTE band 3(1800)| 7(2600)| 8(900)| 20(800) - EMEA,HSPA  LTE,Yes,Yes,2014  October,Available. Released 2014  October,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160,5.64,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.3 GHz Krait 400,Qualcomm Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,Dual 13 MP| f/2.0| 28mm| autofocus| dual-LED (dual tone) flash,5 MP| 1080p@30fps| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2600 mAh battery,Gunmetal Gray| Glacial Silver| Amber Gold,260,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m8.jpg,2,2600,13
HTC,Desire Eye,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1900 / 2100 - Asia,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - Asia,HSPA 42.2/21.1(AT&T)/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  October,Available. Released 2014  November,151.7 x 73.8 x 8.5 mm (5.97 x 2.91 x 0.33 in),154,5.43,Nano-SIM,Capacitive touchscreen  16M colors,5.2 inches (~66.6% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.3 GHz Krait 400,Qualcomm Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| dual-LED (dual tone) flash| ,13 MP| f/2.2| 22mm| autofocus| dual-LED (dual tone) flash| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2400 mAh battery,Blue| Red| White,380,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-eye-ofic1.jpg,2,2400,13
HTC,Desire 612,GSM / CDMA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,CDMA2000 1xEV-DO ,LTE band 4(1700/2100)| 13(700),HSPA  LTE,Yes,Yes,2014  October,Available. Released 2014  October,143.8 x 70.4 x 9.4 mm (5.66 x 2.77 x 0.37 in),146,5.15,Nano-SIM,Super LCD2 capacitive touchscreen  16M colors,4.7 inches (~60.2% screen-to-body ratio),540 x 960 pixels (~234 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,1.3 MP| 720p,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,TBC,To be confirmed,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Po 2040 mAh battery,Black,240,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-612.jpg,1,2040,8
HTC,Desire 820q dual sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA 42.2/5.76 Mbps  LTE,Yes,Yes,2014  October,Available. Released 2014  October,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155,5.47,Dual SIM (Nano-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,5.5 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,8 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Not Available,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,Santorini White| Tuxedo Gray| Milky-way Gray,260,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-820q.jpg,1,2600,13
HTC,Desire 820 dual sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - EMEA| Asia,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - Asia| India,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  September,Available. Released 2014  November,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155,5.47,Dual SIM (Nano-SIM| dual stand-by),LCD capacitive touchscreen  16M colors,5.5 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,8 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,Marble White| Tuxedo Grey| Santorini White| Milky-way Grey| Tangerine White| Saffron Grey| Flamingo Grey| Blue Misty| Monarch Orange,320,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg,2,2600,13
HTC,Desire 820,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - EMEA| Asia,LTE band 3(1800)| 7(2600)| 8(900)| 20(800) - Europe,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  September,Available. Released 2014  November,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155,5.47,Nano-SIM,LCD capacitive touchscreen  16M colors,5.5 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 6.0.1 (Marshmallow),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.2| 28mm| autofocus| LED flash| ,8 MP| f/2.3| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes (optional),FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Po 2600 mAh battery,Marble White| Tuxedo Grey| Santorini White| Milky-way Grey| Tangerine White| Saffron Grey| Flamingo Grey| Blue Misty| Monarch Orange,340,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg,2,2600,13
HTC,One (E8) CDMA,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,LTE band 25(1900)| 26(850)| 41(2500),HSPA 14.4/5.76 Mbps  LTE Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  August,Available. Released 2014  August,146.4 x 70.7 x 9.9 mm (5.76 x 2.78 x 0.39 in),164,5.78,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~66.6% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8975AC Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP| 1080p,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,To be confirmed,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2600 mAh battery,Polar White| Misty Gray,350,http://cdn2.gsmarena.com/vv/bigpic/htc-one-e8-cdma.jpg,2,2600,13
HTC,Desire 510,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 2100 - EMEA,LTE band 3(1800)| 7(2600)| 20(800),HSPA  LTE,Yes,Yes,2014  August,Available. Released 2014  September,139.9 x 69.8 x 10 mm (5.51 x 2.75 x 0.39 in),158,5.57,Micro-SIM,Capacitive touchscreen  16M colors,4.7 inches (~62.3% screen-to-body ratio),480 x 854 pixels (~208 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53 - EU model,Qualcomm MSM8916 Snapdragon 410 - EU model,Adreno 306 - EU model,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,5 MP| ,VGA/ 1.3 MP (Sprint),Yes,Yes,Wi-Fi 802.11 b/g/n| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes (market/operator dependent),FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2100 mAh battery,Vanilla White| Jet Black| Dark Grey| Deep Navy Blue,200,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-510-new.jpg,1,2100,5
HTC,One (M8) for Windows,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - EMEA,LTE band 3(1800)| 7(2600)| 8(900)| 20(800) - EMEA,HSPA 42.2/21.1(AT&T)/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  August,Available. Released 2014  November,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160,5.64,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Microsoft Windows Phone 8.1.1,Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AB Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),32 GB,2 GB RAM,Dual 4 MP| autofocus| dual-LED (dual tone) flash| ,5 MP| 1080p@30fps| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2600 mAh battery,Gunmetal Gray,300,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m8-windows-gsm.jpg,2,2600,4
HTC,One (M8) for Windows (CDMA),GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900 ,Not Available,Not Available,HSPA  LTE Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  August,Available. Released 2014  September,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160,5.64,Nano-SIM,Super LCD3 capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Microsoft Windows Phone 8.1.1,Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AB Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),32 GB,2 GB RAM,Dual 4 MP| autofocus| dual-LED (dual tone) flash,5 MP| 1080p@30fps| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Ion 2600 mAh battery,Gunmetal Gray,300,http://cdn2.gsmarena.com/vv/bigpic/htc-one-m8-win.jpg,2,2600,4
HTC,Butterfly 2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 28(700)| 38(2600)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2014  August,Available. Released 2014  September,145.4 x 70.2 x 10 mm (5.72 x 2.76 x 0.39 in),151,5.33,Nano-SIM,Capacitive touchscreen  16M colors,5.0 inches (~67.5% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 2.5 GHz Krait 400,Qualcomm Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,Dual 13 MP| autofocus| dual-LED flash| ,5 MP| 1080p@30fps| HDR,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n/ac| Wi-Fi Direct| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0 (MHL TV-out),Accelerometer| gyro| proximity| compass| barometer,Non-removable Li-Po 2700 mAh battery,Blue| Red| White,250,http://cdn2.gsmarena.com/vv/bigpic/htc-butterfly-2-new.jpg,2,2700,13
HTC,One Remix,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 4(1700/2100)| 13(700),HSPA 14.4/5.76 Mbps  LTE Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014  July,Available. Released 2014  July,137.4 x 65 x 10.6 mm (5.41 x 2.56 x 0.42 in),137,4.83,Nano-SIM,Super LCD2 capacitive touchscreen  16M colors,4.5 inches (~62.5% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,13 MP| autofocus| LED flash,5 MP| 1080p@30fps,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| DLNA| hotspot,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,No,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| proximity| compass,Non-removable Li-Po 2100 mAh battery,Gunmetal Gray| Glacial Silver,280,http://cdn2.gsmarena.com/vv/bigpic/htc-one-remix.jpg,1,2100,13
